CgST,CgST,lpg0028,lpg0078,lpg0116,lpg0212,lpg0287,lpg0330,lpg0356,lpg0432,lpg0461,lpg0513,lpg0577,lpg0656,lpg0712,lpg0785,lpg0840,lpg0888,lpg0956,lpg1178,lpg1206,lpg1283,lpg1340,lpg1398,lpg1452,lpg1511,lpg1566,lpg1636,lpg1682,lpg1737,lpg1782,lpg1830,lpg1882,lpg1994,lpg2039,lpg2175,lpg2231,lpg2280,lpg2339,lpg2404,lpg2461,lpg2516,lpg2577,lpg2622,lpg2698,lpg2743,lpg2795,lpg2827,lpg2869,lpg2933,lpg2999
403,403,11.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,7.0,6.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
404,404,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,25.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,48.0,7.0,6.0,2.0,19.0,29.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
405,405,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,4.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,48.0,7.0,6.0,2.0,19.0,29.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
406,406,11.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,1.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,7.0,6.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
407,407,11.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,7.0,6.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,22.0,20.0
408,408,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,2.0,4.0,11.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
409,409,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,28.0,3.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
410,410,11.0,5.0,14.0,50.0,10.0,9.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,8.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
411,411,13.0,7.0,20.0,6.0,4.0,7.0,11.0,31.0,1.0,21.0,10.0,7.0,6.0,35.0,3.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,5.0,5.0,9.0,6.0
412,412,13.0,7.0,20.0,6.0,4.0,7.0,11.0,31.0,1.0,21.0,10.0,7.0,6.0,35.0,3.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,4.0,5.0,9.0,6.0
413,413,13.0,7.0,20.0,6.0,4.0,7.0,11.0,31.0,1.0,21.0,10.0,7.0,6.0,35.0,3.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,8.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,4.0,5.0,9.0,6.0
414,414,13.0,7.0,20.0,6.0,4.0,7.0,11.0,31.0,1.0,21.0,10.0,7.0,6.0,35.0,3.0,5.0,9.0,5.0,2.0,10.0,7.0,1.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,9.0,7.0,1.0,2.0,4.0,5.0,9.0,6.0
415,415,13.0,6.0,17.0,41.0,4.0,7.0,21.0,3.0,2.0,24.0,7.0,6.0,7.0,28.0,1.0,6.0,3.0,5.0,2.0,11.0,9.0,4.0,12.0,9.0,55.0,3.0,5.0,29.0,17.0,7.0,5.0,8.0,10.0,4.0,10.0,24.0,8.0,51.0,10.0,41.0,37.0,14.0,16.0,2.0,3.0,3.0,28.0,5.0,6.0
416,416,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,45.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,7.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
417,417,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,1.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
418,418,13.0,7.0,20.0,6.0,4.0,7.0,11.0,31.0,1.0,24.0,11.0,7.0,6.0,33.0,3.0,6.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,7.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
419,419,5.0,12.0,24.0,41.0,5.0,4.0,9.0,31.0,1.0,30.0,7.0,4.0,3.0,50.0,7.0,4.0,11.0,19.0,8.0,1.0,7.0,5.0,13.0,23.0,53.0,10.0,25.0,41.0,18.0,7.0,5.0,6.0,10.0,7.0,2.0,22.0,8.0,12.0,4.0,17.0,28.0,12.0,11.0,3.0,11.0,7.0,4.0,11.0,6.0
420,420,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,18.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,5.0,5.0,9.0,6.0
421,421,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,6.0,35.0,3.0,6.0,3.0,5.0,2.0,10.0,10.0,3.0,10.0,11.0,39.0,1.0,14.0,18.0,5.0,7.0,7.0,4.0,9.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
422,422,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,6.0,35.0,3.0,6.0,3.0,5.0,11.0,10.0,10.0,3.0,10.0,11.0,39.0,1.0,14.0,18.0,5.0,7.0,7.0,4.0,9.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
423,423,5.0,13.0,24.0,41.0,5.0,4.0,9.0,31.0,1.0,30.0,7.0,4.0,3.0,50.0,7.0,4.0,11.0,19.0,8.0,1.0,7.0,5.0,13.0,23.0,53.0,10.0,25.0,41.0,18.0,7.0,5.0,6.0,10.0,7.0,2.0,22.0,8.0,12.0,4.0,17.0,28.0,12.0,11.0,3.0,11.0,7.0,4.0,11.0,6.0
424,424,44.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,45.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,7.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
425,425,16.0,15.0,32.0,42.0,9.0,10.0,5.0,24.0,5.0,37.0,17.0,55.0,5.0,32.0,2.0,8.0,12.0,21.0,10.0,6.0,40.0,7.0,14.0,27.0,49.0,6.0,21.0,8.0,10.0,44.0,25.0,5.0,5.0,6.0,3.0,30.0,9.0,22.0,9.0,27.0,45.0,9.0,13.0,6.0,18.0,10.0,13.0,14.0,3.0
426,426,26.0,10.0,41.0,34.0,10.0,3.0,16.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,3.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,14.0,6.0,6.0,3.0,8.0,24.0,2.0,23.0,16.0,4.0
427,427,9.0,14.0,34.0,54.0,8.0,10.0,5.0,24.0,6.0,36.0,17.0,54.0,5.0,39.0,6.0,3.0,12.0,20.0,10.0,7.0,45.0,8.0,14.0,27.0,59.0,4.0,24.0,6.0,10.0,43.0,23.0,4.0,5.0,6.0,6.0,32.0,9.0,22.0,9.0,27.0,53.0,9.0,12.0,4.0,17.0,9.0,14.0,13.0,2.0
428,428,15.0,11.0,20.0,66.0,4.0,7.0,11.0,31.0,3.0,23.0,48.0,4.0,6.0,13.0,4.0,2.0,2.0,2.0,12.0,4.0,9.0,4.0,8.0,27.0,40.0,4.0,5.0,55.0,5.0,7.0,21.0,9.0,3.0,6.0,9.0,24.0,3.0,15.0,3.0,41.0,57.0,13.0,8.0,1.0,2.0,6.0,27.0,15.0,7.0
429,429,19.0,15.0,31.0,56.0,8.0,10.0,5.0,24.0,6.0,37.0,17.0,54.0,8.0,13.0,4.0,2.0,12.0,20.0,4.0,9.0,45.0,9.0,14.0,27.0,57.0,5.0,22.0,5.0,8.0,43.0,25.0,4.0,6.0,6.0,5.0,32.0,9.0,22.0,9.0,27.0,55.0,15.0,14.0,6.0,18.0,9.0,14.0,13.0,2.0
430,430,26.0,10.0,41.0,34.0,10.0,3.0,16.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,1.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,14.0,6.0,10.0,3.0,8.0,24.0,2.0,23.0,16.0,4.0
431,431,31.0,1.0,51.0,21.0,6.0,6.0,13.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,8.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,12.0,5.0
432,432,11.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,50.0,3.0,46.0,2.0,35.0,3.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,11.0,4.0,7.0,5.0,1.0,17.0,4.0,1.0
433,433,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,15.0,7.0,5.0,1.0,17.0,4.0,5.0
434,434,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,17.0,30.0,7.0,4.0,7.0,30.0,42.0,1.0,14.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,39.0,17.0,28.0,12.0,11.0,3.0,11.0,7.0,4.0,11.0,11.0
435,435,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,39.0,1.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,5.0,5.0,9.0,6.0
436,436,1.0,55.0,10.0,3.0,12.0,12.0,,37.0,12.0,1.0,46.0,14.0,30.0,10.0,55.0,18.0,50.0,30.0,31.0,19.0,14.0,17.0,55.0,7.0,11.0,42.0,28.0,33.0,22.0,17.0,32.0,44.0,18.0,45.0,17.0,36.0,10.0,44.0,14.0,29.0,12.0,31.0,58.0,25.0,27.0,22.0,31.0,18.0,28.0
437,437,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,39.0,1.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,4.0,5.0,9.0,6.0
438,438,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
439,439,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,11.0,8.0,6.0,35.0,36.0,5.0,4.0,5.0,2.0,32.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,6.0,7.0,5.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,19.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
440,440,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,6.0,33.0,3.0,3.0,3.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,7.0,7.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
441,441,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,39.0,1.0,5.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,5.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,5.0,5.0,9.0,6.0
442,442,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,,35.0,3.0,14.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,27.0,8.0,26.0,3.0,39.0,35.0,7.0,8.0,3.0,3.0,6.0,4.0,9.0,6.0
443,443,,7.0,20.0,7.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,14.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,9.0,25.0,3.0,20.0,3.0,,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
444,444,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,1.0,23.0,3.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,14.0,41.0,1.0,50.0,3.0,30.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,11.0,1.0,17.0,1.0,29.0
445,445,23.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,43.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,30.0,34.0,2.0,20.0,2.0,25.0,,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
446,446,13.0,7.0,20.0,6.0,4.0,7.0,8.0,3.0,3.0,21.0,10.0,2.0,7.0,35.0,1.0,4.0,11.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,20.0,18.0,7.0,7.0,7.0,9.0,4.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,7.0,1.0,2.0,5.0,5.0,9.0,6.0
447,447,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,35.0,7.0,6.0,6.0,14.0,5.0,8.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,40.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
448,448,5.0,12.0,24.0,41.0,23.0,4.0,8.0,14.0,17.0,30.0,7.0,4.0,9.0,32.0,3.0,1.0,29.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,28.0,32.0,21.0,31.0,12.0,8.0,18.0,28.0,12.0,11.0,3.0,11.0,37.0,4.0,11.0,11.0
449,449,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
450,450,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,35.0,7.0,6.0,6.0,14.0,5.0,8.0,4.0,,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,40.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
451,451,13.0,7.0,,6.0,4.0,7.0,11.0,3.0,3.0,21.0,11.0,8.0,6.0,35.0,36.0,5.0,4.0,5.0,2.0,32.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,18.0,6.0,7.0,5.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,19.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
452,452,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,6.0,7.0,23.0,3.0,23.0,5.0,5.0,,32.0,9.0,2.0,9.0,10.0,4.0,3.0,5.0,29.0,5.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,10.0,2.0,2.0,14.0,26.0,5.0,6.0
453,453,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,35.0,7.0,6.0,6.0,14.0,5.0,8.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,40.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,,5.0
454,454,3.0,21.0,12.0,,4.0,7.0,,3.0,37.0,11.0,28.0,8.0,7.0,35.0,31.0,4.0,27.0,1.0,15.0,28.0,29.0,19.0,47.0,12.0,22.0,12.0,31.0,18.0,5.0,45.0,17.0,16.0,19.0,25.0,24.0,17.0,23.0,5.0,30.0,36.0,23.0,47.0,,31.0,37.0,26.0,35.0,46.0,6.0
455,455,26.0,10.0,41.0,34.0,10.0,3.0,16.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,1.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,14.0,6.0,10.0,3.0,8.0,24.0,2.0,23.0,16.0,4.0
456,456,13.0,6.0,17.0,10.0,,4.0,9.0,31.0,1.0,24.0,11.0,7.0,6.0,33.0,3.0,6.0,3.0,3.0,2.0,33.0,10.0,3.0,8.0,9.0,5.0,13.0,4.0,18.0,17.0,7.0,7.0,8.0,9.0,30.0,10.0,27.0,3.0,28.0,4.0,37.0,35.0,7.0,16.0,2.0,3.0,43.0,29.0,7.0,45.0
457,457,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
458,458,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,,3.0,3.0,34.0,2.0,20.0,,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
459,459,18.0,11.0,,10.0,4.0,26.0,,,3.0,26.0,33.0,,32.0,13.0,3.0,,,,2.0,32.0,,8.0,10.0,31.0,57.0,34.0,5.0,18.0,5.0,19.0,22.0,41.0,36.0,,5.0,24.0,3.0,,,41.0,44.0,,14.0,10.0,2.0,9.0,,,6.0
460,460,5.0,12.0,24.0,41.0,23.0,4.0,8.0,14.0,17.0,30.0,7.0,4.0,9.0,32.0,3.0,1.0,29.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,4.0,32.0,21.0,31.0,12.0,8.0,18.0,28.0,12.0,11.0,3.0,11.0,37.0,4.0,11.0,11.0
461,461,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,33.0,3.0,6.0,,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
462,462,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,34.0,47.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,23.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,4.0,6.0,2.0,19.0,25.0,4.0,3.0,26.0,3.0,30.0,34.0,25.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
463,463,23.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,43.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,30.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
464,464,3.0,21.0,12.0,,4.0,7.0,,3.0,37.0,11.0,28.0,8.0,7.0,35.0,31.0,4.0,27.0,1.0,15.0,28.0,29.0,19.0,47.0,12.0,22.0,12.0,31.0,18.0,24.0,45.0,17.0,16.0,19.0,25.0,24.0,17.0,23.0,5.0,30.0,36.0,23.0,47.0,,31.0,37.0,26.0,35.0,46.0,30.0
465,465,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,4.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
466,466,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,10.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
467,467,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,7.0,35.0,3.0,14.0,4.0,5.0,2.0,10.0,7.0,2.0,9.0,11.0,3.0,2.0,14.0,18.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
468,468,26.0,10.0,41.0,34.0,10.0,3.0,16.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,1.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,,6.0,10.0,3.0,8.0,24.0,,23.0,16.0,4.0
469,469,13.0,7.0,20.0,6.0,4.0,7.0,11.0,3.0,3.0,21.0,10.0,7.0,6.0,33.0,3.0,6.0,3.0,3.0,2.0,33.0,10.0,3.0,8.0,9.0,5.0,2.0,14.0,18.0,5.0,5.0,7.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,7.0,8.0,1.0,3.0,6.0,5.0,9.0,6.0
470,470,26.0,10.0,41.0,34.0,10.0,3.0,16.0,6.0,8.0,50.0,3.0,46.0,2.0,35.0,3.0,3.0,10.0,8.0,4.0,8.0,5.0,10.0,11.0,15.0,32.0,8.0,20.0,18.0,17.0,2.0,14.0,2.0,2.0,2.0,4.0,16.0,7.0,37.0,8.0,14.0,6.0,6.0,3.0,8.0,24.0,2.0,23.0,16.0,4.0
471,471,3.0,21.0,12.0,,,,,3.0,37.0,11.0,28.0,7.0,39.0,35.0,31.0,4.0,4.0,1.0,15.0,28.0,29.0,19.0,47.0,12.0,22.0,12.0,31.0,18.0,24.0,7.0,17.0,16.0,19.0,25.0,24.0,17.0,23.0,5.0,30.0,36.0,23.0,47.0,,31.0,37.0,26.0,35.0,46.0,30.0
